term,estimate,std.error,statistic,p.value,model
Matching (logit + quad),19.29171283359878,10.719516646081289,1.799681223560692,0.0719109875694755,564
Matching (genetic),19.246056768969268,15.292904547361434,1.2584958409545486,0.21087703439246105,564
SVA,13.837558018500369,7.966384250933618,1.7369935447036315,0.08300661958673887,564
RFA,3.604250879894363,1.9340048100031613,1.863620432199686,0.06296334499961197,564
OLS,487.94728813913383,135.76612000523482,3.5940283785109255,3.579958390686761e-4,565
OLS + control,97.42629449755566,18.445208266861844,5.28192976126971,1.9153666831406154e-7,565
OLS + interaction,79.44091570953157,20.280480282835505,3.9171121492998773,1.0217769098412197e-4,565
OLS + quadradic,5.628661541126319,1.2055152838869276,4.669091811907931,3.8997558173431505e-6,565
Matching (logit),46.15815010448981,15.93753540323762,2.8961912200749085,0.0037772216082003424,565
Matching (logit + quad),46.39710522158886,15.93299366245452,2.9120142896260504,0.003591062069309117,565
Matching (genetic),45.90530858153351,22.745178934432168,2.0182434578274964,0.045955742061729685,565
SVA,8.381344905682571,6.243634472370322,1.3423823804503874,0.18008365293407838,565
RFA,5.331552935371132,1.6200126217650574,3.2910564175495303,0.0010689163692456341,565
OLS,395.92984743709815,134.05939472473023,2.95339128041028,0.003291598174241907,566
OLS + control,84.40346201107681,23.86888268585751,3.5361295759808016,4.440417408781681e-4,566
OLS + interaction,80.37218453951552,28.289145698367758,2.841096206880255,0.004680848190320796,566
OLS + quadradic,5.296146880513478,1.2448606499451818,4.254409423855351,2.5063502196424905e-5,566
Matching (logit),19.909504711732783,18.485345920162708,1.0770425826879815,0.281461242307718,566
Matching (logit + quad),19.954571473484883,18.48538762979396,1.0794781193185776,0.2803746427917162,566
Matching (genetic),19.393107487481664,26.427909002208995,0.7338116491115766,0.4649295162341872,566
SVA,17.48644601549353,7.515626565763686,2.3266784029891032,0.020382628215509565,566
RFA,8.752574607372674,5.587877796358083,1.5663503974759776,0.11790178483687914,566
OLS,700.6938457725872,138.61502935761004,5.054963008122891,6.05774127857347e-7,567
OLS + control,121.97494865762467,23.702450733592364,5.146090167155387,3.8363095623633704e-7,567
OLS + interaction,105.36014704963247,31.273932574793296,3.3689446249734663,8.133169980625157e-4,567
OLS + quadradic,4.873161782966396,1.139467224598651,4.276702021581047,2.2762272903298904e-5,567
Matching (logit),83.98985633703914,28.091509046968287,2.9898663043202927,0.0027909957817700112,567
Matching (logit + quad),84.36697651611927,28.08047866165963,3.004470740426223,0.002660433467103228,567
Matching (genetic),83.93397475597624,40.11084163292374,2.092550825138549,0.03887101815917548,567
SVA,29.972896483801787,7.638411614309743,3.923969798596712,9.934464663717641e-5,567
RFA,3.0873873934639025,1.6625145251055644,1.857058898939763,0.06389296988611419,567
OLS,604.5283087417,136.4400677657191,4.4307241900504915,1.1557500121863976e-5,568
OLS + control,78.455024108239,21.39877244076859,3.666332932199783,2.725617451375739e-4,568
OLS + interaction,70.00781504931932,29.221702473482374,2.395747308455038,0.01695615660095218,568
OLS + quadradic,5.825759672764943,1.2286869240977338,4.741451673739423,2.7771225865450145e-6,568
Matching (logit),21.183624703093788,11.549952932070406,1.8340875350473382,0.06664100142513019,568
Matching (logit + quad),21.110800841340456,11.55111226207855,1.827598967299942,0.06760976090602965,568
Matching (genetic),21.11080084134103,16.487689251845037,1.2803977876389592,0.20312329172634885,568
SVA,32.65293510567806,8.437697706629102,3.8698868152178747,1.2336844564483812e-4,568
RFA,5.8081314271094096,3.1168278159021243,1.8634752287169007,0.06298379512960314,568
OLS,454.9037715699324,143.15266324034306,3.1777527659836937,0.0015764245906784737,569
OLS + control,77.47542364356742,24.248681585268113,3.1950365371879164,0.0014869707474606717,569
OLS + interaction,68.67493171582724,30.50959902091569,2.250928688664427,0.024827157434643966,569
OLS + quadradic,4.943670717180958,1.1636877310759228,4.248279486980702,2.5734201762678506e-5,569
Matching (logit),19.78079022401263,16.006628474649336,1.2357874273986345,0.21653758956236452,569
Matching (logit + quad),19.980867365881185,16.005329766795917,1.2483883591909974,0.21188886992910816,569
Matching (genetic),19.98086736588028,22.84274148686662,0.8747140695598308,0.38343429201325585,569
SVA,9.65211427890589,10.248570404872387,0.9418010412766517,0.3467511404613617,569
RFA,15.368889950744633,12.828498845808719,1.1980271530963968,0.23147630198568844,569
OLS,601.1520007323761,131.93903712092538,4.556286098870083,6.5568181550058364e-6,570
OLS + control,112.69008157753466,26.893491610334365,4.190236180943914,3.298175112234251e-5,570
OLS + interaction,104.28211257164337,36.26338890442619,2.8756858010839417,0.0042049165975598015,570
OLS + quadradic,6.861144280622905,1.1443011674743135,5.995925264820564,3.89969271465377e-9,570
Matching (logit),24.055962409374658,14.140840327926425,1.7011692269706973,0.08891121456201144,570
Matching (logit + quad),24.079866956837993,14.140890889278113,1.7028535999168055,0.08859546919739987,570
Matching (genetic),24.07986695683768,20.13821323795783,1.1957300616645752,0.23372719777796103,570
SVA,13.180441644754069,6.983760914923694,1.8872985208569502,0.059701465404094295,570
RFA,6.077458642840116,3.5383047373896273,1.7176187733687804,0.08648783121290848,570
OLS,300.21696635841374,133.05139635766506,2.256398463879168,0.02447851252551873,571
OLS + control,61.431017344193044,20.443718941027427,3.0048846553505664,0.002790986417883183,571
OLS + interaction,56.0942373275883,23.780088771932228,2.3588741768616375,0.018717288691203152,571
OLS + quadradic,4.985164411804119,1.0898712808379936,4.5740854901425285,6.049610368324813e-6,571
Matching (logit),2.216701428634592,2.715128013670054,0.8164261196798098,0.4142564627499042,571
Matching (logit + quad),2.202765086919853,2.7256901756135377,0.8081494759117378,0.419004538768798,571
Matching (genetic),2.4470197422776705,3.9279615144723388,0.6229744699029695,0.5348767458788305,571
SVA,14.744802769343629,8.305002405135694,1.7754122214613273,0.07644050442677397,571
RFA,3.1080344033357146,2.837793895037963,1.0952290822706616,0.273945684624409,571
OLS,591.5445859117972,123.85773956214206,4.7760001757097035,2.3553668940966523e-6,572
OLS + control,58.020004468292576,17.13224863127863,3.386595987310416,7.637499688281901e-4,572
OLS + interaction,35.510957579042,22.459266932361274,1.5811271884335063,0.11448639887635072,572
OLS + quadradic,5.593228557095392,1.0576248376601458,5.28848071445605,1.8530275568227814e-7,572
Matching (logit),25.532283398037418,11.560872177529676,2.208508407147976,0.02720885240862845,572
Matching (logit + quad),25.51097976991542,11.558950072155053,2.2070326120163912,0.02731178104354869,572
Matching (genetic),25.083133744043625,16.50511567027434,1.519718749334079,0.13153115643769658,572
SVA,29.606230959169192,6.778830252776971,4.367454244342658,1.53006912693784e-5,572
RFA,7.217750460813832,1.8931058308904491,3.8126502718650763,1.547226921109077e-4,572
OLS,407.47820018267197,138.30441196861685,2.9462415145160685,0.0033672968382421993,573
OLS + control,58.71958573278918,19.941468080614655,2.944596932152212,0.0033852401598516517,573
OLS + interaction,48.3315925726831,24.318034621861788,1.9874793882081756,0.047418777976147373,573
OLS + quadradic,5.118805551425389,1.2525288733486066,4.086776489024467,5.1010093616755665e-5,573
Matching (logit),16.77603099407138,6.712184786446505,2.4993398614332207,0.012442491971045936,573
Matching (logit + quad),16.78998157909057,6.702863969234423,2.5048966615099393,0.01224871745122577,573
Matching (genetic),16.54413925751319,9.589197642314215,1.7252892134070668,0.08859383946076034,573
SVA,17.912854010634188,8.040675193939906,2.227779829252989,0.026341158068059957,573
RFA,8.532466765497604,5.504706708183622,1.5500311311432335,0.12176928209098078,573
OLS,874.2116587512967,132.28415825131168,6.6085891939568535,9.998321969008008e-11,574
OLS + control,87.473988475101,22.826187280607368,3.8321769378198782,1.4329881131532336e-4,574
OLS + interaction,46.6442697799152,37.73123468115517,1.2362243158507515,0.2169602881856701,574
OLS + quadradic,7.7304454388927715,1.2367054220689684,6.250838155104055,8.807098339434673e-10,574
Matching (logit),24.783949923556698,13.973155171929712,1.7736831530608417,0.0761155746253416,574
Matching (logit + quad),25.000535625855488,13.972436325322787,1.7892753306412317,0.07357048498226997,574
Matching (genetic),24.837555583825925,19.965049852413834,1.2440517688375814,0.21633182937513268,574
SVA,20.35752916279146,13.70987154149658,1.4848811019982189,0.13820801248913,574
RFA,18.221655481400877,13.666925476035432,1.3332666160616764,0.18305387865718203,574
OLS,651.6260674466313,138.30087993604891,4.7116552530102975,3.192230615400332e-6,575
OLS + control,74.27630115306164,18.94187534627065,3.9212749421712063,1.0045454887159485e-4,575
OLS + interaction,43.982638639811746,24.73505598955996,1.778149952778587,0.07599175178761863,575
OLS + quadradic,6.826492568297431,1.225692094166805,5.569500367005231,4.1934817147699473e-8,575
Matching (logit),6.611153128470015,3.6327730363212596,1.8198640714325556,0.06877970754465335,575
Matching (logit + quad),6.636380690180732,3.6298130207699555,1.8282982214805719,0.06750480661057731,575
Matching (genetic),5.851084573134688,5.14392859190653,1.1374739109599614,0.25826234828544004,575
SVA,28.827858509269618,8.377521930686141,3.441096155615619,6.280857743055647e-4,575
RFA,7.6159820972018375,3.0417173115189136,2.503842835216898,0.01260407085751309,575
OLS,434.2848684785501,123.06409453632591,3.5289323836885536,4.559081436810551e-4,576
OLS + control,55.02411420020339,20.639029550961535,2.6660223565424332,0.007925451299871563,576
OLS + interaction,45.13630531565679,27.671132977033967,1.6311693978384725,0.10348933061489442,576
OLS + quadradic,5.008558588512487,1.2305754071964474,4.0700948184258054,5.467588016215743e-5,576
Matching (logit),18.366885914415477,14.92588398255293,1.2305392388072145,0.2184952426053966,576
Matching (logit + quad),18.38370489592847,14.924691348163417,1.231764494626598,0.21803706992088004,576
Matching (genetic),17.932905022535767,21.338132517577563,0.8404158614988122,0.4027420761694709,576
SVA,32.4749108503256,14.883856927025585,2.1818881362235345,0.029584514298890734,576
RFA,8.299874029210567,8.771892325702703,0.9461896841677975,0.3445107117360522,576
OLS,636.8571002876237,131.38833277441117,4.847135866934877,1.6762549963320273e-6,577
OLS + control,83.11542290048064,21.08115923322918,3.9426400598250755,9.215820982444182e-5,577
OLS + interaction,58.06503097344457,29.832683154447157,1.9463563056945088,0.052176228704332785,577
OLS + quadradic,6.140766045932705,1.2229687659684176,5.021196139109971,7.173825043671787e-7,577
Matching (logit),11.710435320266697,6.526051145703542,1.7944136597789797,0.07274716825868341,577
Matching (logit + quad),11.713401724302386,6.524870501447268,1.7951929807195808,0.07262295844569995,577
Matching (genetic),11.593255341311158,9.309501359649317,1.2453143185047957,0.21589765743204278,577
SVA,25.718192896950182,8.00062682605267,3.2145222438326075,0.0013913957455190225,577
RFA,5.347624240796515,3.750497332384451,1.4258440326357091,0.15453988032919533,577
OLS,596.1654799176434,145.80768454170612,4.088710974263631,5.056981396953746e-5,578
OLS + control,73.85026199782428,20.35819150781772,3.627545303789148,3.1570111033403335e-4,578
OLS + interaction,50.197278483901215,25.478142168271123,1.9702095291081996,0.04937017769275333,578
OLS + quadradic,3.83347458921749,1.1335070475172546,3.381959201413025,7.765774675655901e-4,578
Matching (logit),25.698508384486534,14.574266668630205,1.7632796880134118,0.07785332936874223,578
Matching (logit + quad),25.431048191447395,14.57748439402173,1.7445429886295571,0.08106445217445134,578
Matching (genetic),25.408016490053335,20.85638082664037,1.2182370805964116,0.22642731435241034,578
SVA,32.060107995267074,8.879714931571506,3.610488426973992,3.3656946622553e-4,578
RFA,3.523950298167752,2.7373872768547276,1.2873407895052356,0.19857350168228138,578
OLS,497.2418482721765,128.57451381235214,3.8673437956598096,1.246234768569459e-4,579
OLS + control,61.03389118104544,17.310605855723168,3.5258090727579385,4.6126549781424077e-4,579
OLS + interaction,42.43518478618443,19.80487756084922,2.1426633240122306,0.03262618564994065,579
OLS + quadradic,5.4332437487162,1.2160360678983064,4.467995557160206,9.7895167262624e-6,579
Matching (logit),14.957669393752324,5.082009409311148,2.9432588940798112,0.0032477669275220275,579
Matching (logit + quad),15.029219016621738,5.079866275734857,2.9585855612798784,0.0030905443273813284,579
Matching (genetic),14.888829782266653,7.264829416291099,2.049439694878317,0.042985605975530486,579
SVA,16.206504377349088,6.975800472200302,2.3232465495443337,0.0205677482015048,579
RFA,6.361013842103404,2.1200103274703515,3.000463610803973,0.002830805159873282,579
OLS,504.04816864858304,129.49634801284355,3.8923736181238957,1.1277913284200558e-4,580
OLS + control,68.73033311533752,17.806037940909622,3.859945336712364,1.283751036490676e-4,580
OLS + interaction,55.99087567575045,22.638794298209678,2.473226927998472,0.013723861158810462,580
OLS + quadradic,4.858908824246193,1.114017560701775,4.361608825255254,1.5711875946192295e-5,580
Matching (logit),10.070999367288536,5.594532243703194,1.8001503840868438,0.07183689574460381,580
Matching (logit + quad),10.027911625526185,5.589959463628758,1.793914909539702,0.07282675132839317,580
Matching (genetic),10.027911625526238,7.952324005801896,1.261003905048389,0.2095149414895653,580
SVA,15.821278890967934,7.07732158514747,2.235489612930775,0.02582765385516163,580
RFA,5.674268868868867,3.1012407279864376,1.8296770120625354,0.06789591447517629,580
OLS,530.0592430020154,136.43398603582173,3.8850968032469892,1.1610797702372818e-4,581
OLS + control,88.75579084177255,19.35258594917127,4.586249665801035,5.71866352461203e-6,581
OLS + interaction,74.8672368765268,23.079204580918244,3.243926219988821,0.0012584411195256174,581
OLS + quadradic,4.053858283174661,1.0993968193061598,3.687347654628554,2.516204197423141e-4,581
Matching (logit),22.317844772532528,11.608237703695911,1.9225868165524227,0.05453196098182334,581
Matching (logit + quad),22.354123132886695,11.606526049888375,1.9259960333352015,0.0541048691411317,581
Matching (genetic),22.35412313288597,16.5440312683391,1.3511896085246071,0.17898153737438555,581
SVA,19.869970581979256,7.85039375817596,2.5310794839157276,0.011677905393906401,581
RFA,8.62601515959585,2.7256475320765317,3.164758120072895,0.0016470742803378516,581
OLS,529.1744347579181,135.5212605945332,3.904733710684392,1.0733092719364492e-4,582
OLS + control,60.15082402774033,22.127951886365906,2.7183186377408086,0.0067907531199623275,582
OLS + interaction,45.973892157845164,33.338544505479746,1.379001178359439,0.1685159090708514,582
OLS + quadradic,4.577232891837083,1.1436479956381045,4.002309197668109,7.231036492855838e-5,582
Matching (logit),10.408354641442727,7.925628841272954,1.3132528471735774,0.18909776163705946,582
Matching (logit + quad),10.334544533147625,7.926038500928847,1.3038726132779352,0.19227701935562613,582
Matching (genetic),10.334544533146648,11.290560810713346,0.9153260592104905,0.3619525754446057,582
SVA,35.94913729564924,11.159875688831978,3.221284743487297,0.001359635257151047,582
RFA,5.5468170636340375,3.4692849530998657,1.5988358231219553,0.11049131378764954,582
OLS,523.3751183630459,139.8345019206824,3.7428181970420806,2.0318005174679504e-4,583
OLS + control,80.36232870006901,21.869568269214046,3.6746188910000415,2.6409479198552684e-4,583
OLS + interaction,75.96339177309505,27.56035366127552,2.7562560592184866,0.006062035290694709,583
OLS + quadradic,5.89253158221721,1.3872017747425278,4.247782614977476,2.5789310197090914e-5,583
Matching (logit),8.022574807220767,3.2775939702387245,2.4477024549311217,0.014377032857071882,583
Matching (logit + quad),7.983665991260503,3.2584473408363155,2.4501442423836775,0.014279899707073558,583
Matching (genetic),7.358781785633342,4.658438680781374,1.5796669849905658,0.11789750244519223,583
SVA,20.373949665725203,7.16375050647884,2.8440339522292355,0.004637856818114934,583
RFA,4.844497954715006,3.2454026385977475,1.4927263252636613,0.13614207328084785,583
OLS,529.6962606412152,137.57461126408268,3.8502471914998297,1.3337962100266887e-4,584
OLS + control,68.76928511896007,19.191668523641,3.5832885001242882,3.7272809319229396e-4,584
OLS + interaction,48.0565360056733,21.779494333016636,2.2065037539839465,0.02780622600651617,584
OLS + quadradic,5.876172712123876,1.08748645174861,5.403444523538991,1.0168107648477516e-7,584
Matching (logit),33.13606039730643,12.916836983317664,2.5653385918009395,0.01030751657739385,584
Matching (logit + quad),33.111205064759545,12.918210545923197,2.5631417716139464,0.010372968255920604,584
Matching (genetic),32.9507319851688,18.442982606690776,1.7866270704617417,0.0768296824674494,584
SVA,19.98961410174912,6.428412137568783,3.1095725777951078,0.001980878293519767,584
RFA,7.021744953433774,2.289988225563429,3.066279937621139,0.002285183759535027,584
OLS,419.52120038005245,126.00455803145728,3.3294128953281055,9.34804990605216e-4,585
OLS + control,70.82542909485993,16.151924147256004,4.384953052599137,1.4168668370101164e-5,585
OLS + interaction,61.09534727269677,17.67849296017132,3.455913771063023,5.955145367392907e-4,585
OLS + quadradic,4.6163100246469995,1.0972607326130528,4.207122233977668,3.0701122770711176e-5,585
Matching (logit),6.555119074239281,4.607972390024658,1.4225604060540396,0.15486362873083306,585
Matching (logit + quad),6.762875960937803,4.606244861562933,1.468197233145593,0.142050655629518,585
Matching (genetic),6.762875960937738,6.518309441044727,1.0375199309123029,0.3011199330637105,585
SVA,15.742727551428132,7.123038473400569,2.2101140700300737,0.027551247010779906,585
RFA,5.748898577854722,2.074586971677378,2.7711051193995164,0.005795594922549258,585
OLS,647.6084527039957,147.82092251905837,4.381033764827847,1.4410649849920753e-5,586
OLS + control,67.49148731171421,18.740908333070106,3.6012922165901156,3.484531413207422e-4,586
OLS + interaction,33.99071456796648,21.888072723755386,1.552933188634555,0.12107690490515116,586
OLS + quadradic,4.4878544381803795,1.149463374283788,3.9043039896566416,1.0757097310745702e-4,586
Matching (logit),33.10854453047886,14.763207733336253,2.242638939213575,0.024920107097200207,586
Matching (logit + quad),33.28344774059176,14.760425490218116,2.254911131298284,0.02413890748552626,586
Matching (genetic),33.283447740592756,21.039744017073186,1.5819321619875286,0.11636462520150107,586
SVA,34.701945993642695,7.2802435897467905,4.7665913325366684,2.4629714049587625e-6,586
RFA,4.728200740663484,2.3564135597119042,2.00652416091238,0.04534047237202192,586
OLS,735.8625703859814,133.87111920297548,5.496798523587945,6.185612019823584e-8,587
OLS + control,77.80611144280951,19.04930127940815,4.084460122792855,5.148920738709858e-5,587
OLS + interaction,26.700850483280252,27.56535043841816,0.9686381656177662,0.3331978357486256,587
OLS + quadradic,5.76439099935346,1.2721057669005555,4.53137714594142,7.35146141137313e-6,587
Matching (logit),95.33054065087465,31.23920827274885,3.051631136696736,0.002276016046455406,587
Matching (logit + quad),95.21112956079152,31.242221126345772,3.047514745374566,0.002307422051302623,587
Matching (genetic),95.21112956079092,44.356564526610846,2.1464946750704934,0.033582223738012416,587
SVA,27.921344567891413,7.621879177398109,3.6633150326876422,2.75652970550793e-4,587
RFA,7.1001309513494775,1.622066737609042,4.377212593493661,1.465596349467909e-5,587
OLS,539.7505325049756,165.34926654254465,3.264305574443518,0.0011727884224775787,588
OLS + control,129.2227142663824,25.56722706548781,5.054232668071191,6.083870726571314e-7,588
OLS + interaction,115.93727124596624,28.283167427367353,4.099161508119598,4.8440924301008836e-5,588
OLS + quadradic,6.58888373748302,1.2937157722912467,5.092991736363945,5.015841663859408e-7,588
Matching (logit),96.55399114265796,37.52019905547026,2.57338696417659,0.010070853767676819,588
Matching (logit + quad),96.25833316365927,37.528831719596646,2.5649168586667064,0.010320053038613494,588
Matching (genetic),96.18841424947094,53.658310699228714,1.7926098119010212,0.07635822292743097,588
SVA,26.68005526029436,10.408890844737336,2.563198678731809,0.010663897680207021,588
RFA,8.225721653131592,1.6229983648839703,5.0682254715146655,5.669908347801726e-7,588
OLS,491.2625405120247,139.75020963248977,3.5152901867119186,4.793793128759062e-4,589
OLS + control,98.47068982425638,25.50947218567559,3.8601617903937235,1.2826476509887383e-4,589
OLS + interaction,93.54375632963574,31.2971956080647,2.988886208882283,0.0029388704286176753,589
OLS + quadradic,3.721369021243961,1.0612593042882235,3.5065596185654626,4.95158398208871e-4,589
Matching (logit),14.589903508558702,11.801308084885656,1.236295451624087,0.21634876118103044,589
Matching (logit + quad),7.10379943149618,11.885515119341516,0.5976854482256336,0.5500498368897012,589
Matching (genetic),7.103799431496732,16.962606158396564,0.41879174492183324,0.676028986922435,589
SVA,23.02626722519978,7.260993176327575,3.171228324559021,0.0016115394437349272,589
RFA,4.21932576815596,2.295992313218841,1.8376915915022043,0.06670340275930169,589
OLS,409.85876835769267,139.1567153649433,2.9453035542181625,0.003377344672732959,590
OLS + control,108.43029565474282,21.538505051358538,5.034253556418652,6.7195267653122e-7,590
OLS + interaction,105.93428094491038,23.746366417491107,4.461073289380445,1.0098503347284945e-5,590
OLS + quadradic,6.160257902495384,1.1160104117624776,5.519892859034081,5.476449411594197e-8,590
Matching (logit),39.883070152511856,18.89850773465629,2.1103819789630185,0.03482546743628391,590
Matching (logit + quad),39.69511887719451,18.901400679252454,2.100115200497641,0.03571870848706424,590
Matching (genetic),39.695118877194474,26.926406853028304,1.4742077951158241,0.14270323871810559,590
SVA,19.690152323240422,6.881921619513422,2.8611416130357776,0.0043986751498570065,590
RFA,6.061340937877955,1.3359720436086238,4.537026779022661,7.158593314900606e-6,590
OLS,870.7851862903141,145.9072257617408,5.9680744510368715,4.562769567813197e-9,591
OLS + control,113.92720025520163,23.321904168513864,4.884987067608784,1.3971635795001758e-6,591
OLS + interaction,67.1938939511032,37.42864733185896,1.7952530679330296,0.07322202827785933,591
OLS + quadradic,3.6698956474679334,1.4238015087666904,2.5775331918610127,0.010238428365215149,591
Matching (logit),-3.0026973034925764,15.665669992273006,-0.19167372381606648,0.8479977896914016,591
Matching (logit + quad),10.859861146825452,15.466576921749619,0.7021502690458903,0.4825854556667278,591
Matching (genetic),10.85986114682483,22.113840953029978,0.4910888691788679,0.6243600444189381,591
SVA,15.43029582194767,8.233745332090615,1.8740312214672046,0.06151139705275174,591
RFA,6.771241938413513,3.437505152392741,1.9698128841204097,0.049413544126462657,591
OLS,372.5530876996236,123.79363188596398,3.009468920362652,0.0027496915285639433,592
OLS + control,66.02950253448569,22.754848598604276,2.9017772739009025,0.0038751872181912585,592
OLS + interaction,65.78013034757159,28.849111842092547,2.2801440372800146,0.023022706705153197,592
OLS + quadradic,5.563561119090555,1.1923064436392614,4.6662174382862265,3.952346041052089e-6,592
Matching (logit),6.143834409712563,6.312317488815543,0.9733088395186861,0.3303998304778769,592
Matching (logit + quad),5.914388027815758,6.3150389878409445,0.9365560591475992,0.3489869636216977,592
Matching (genetic),5.796987601291603,9.010471280962996,0.643361198380297,0.5214478422409039,592
SVA,19.90436405660246,13.068781707938935,1.523046639038365,0.12838176335672422,592
RFA,-1.9925693098701407,8.751760809453037,-0.22767639030055614,0.8199912713490018,592
OLS,511.9175865469495,143.88369110954673,3.5578569231810846,4.096564320421051e-4,593
OLS + control,115.74800113990331,22.551554738236447,5.132595179508892,4.1069929049155695e-7,593
OLS + interaction,109.92289655809799,25.111945871807272,4.377314968710029,1.4660767915040963e-5,593
OLS + quadradic,3.7465752133534136,1.3083658536827452,2.8635531895055784,0.004366595805722097,593
Matching (logit),52.13716616631923,20.122939304952833,2.5909319397234767,0.009571641937927894,593
Matching (logit + quad),52.15205486980116,20.123329543562402,2.5916215682352117,0.009552478499472022,593
Matching (genetic),51.418134505360705,28.74918775645276,1.7885073811805308,0.07652415328174089,593
SVA,11.570316130037558,7.201520506531728,1.60664905689616,0.10876521012831727,593
RFA,5.748429121230802,2.029407931700754,2.8325646270699782,0.004804759849756159,593
OLS,541.4316356137693,147.66656613204458,3.6665824214373415,2.722481240010673e-4,594
OLS + control,96.64861195590852,21.837421221221355,4.425825328770346,1.1817538513748536e-5,594
OLS + interaction,74.65030593599329,26.297080593004807,2.8387297849271813,0.004715131445621697,594
OLS + quadradic,5.368994509343667,1.2009946112007939,4.47045678579321,9.681854704499107e-6,594
Matching (logit),40.518912789957696,19.895695474959478,2.036566796116999,0.04169347302220779,594
Matching (logit + quad),40.678335812423356,19.892268617166483,2.0449319580029734,0.040861566708799216,594
Matching (genetic),40.67833581242281,28.39443293816275,1.432616594281417,0.1547777414173782,594
SVA,16.772475718444102,7.017324322894879,2.390152563381152,0.01721211261217936,594
RFA,2.9430001189319226,2.375782652168937,1.2387497300079837,0.21602174845420796,594
OLS,513.5528331218192,132.23269934963514,3.8837052835466914,1.167550358067003e-4,595
OLS + control,83.30172741558201,21.918946768506693,3.8004438942874095,1.6235638478239163e-4,595
OLS + interaction,71.61731660687612,28.189419221754356,2.540574392238899,0.011370794271118867,595
OLS + quadradic,6.460061249164374,1.1871234923408565,5.441776943042341,8.304252719214464e-8,595
Matching (logit),36.5607184510903,22.26235078861569,1.6422667488370712,0.10053473491736196,595
Matching (logit + quad),36.09994304448415,22.264993230178668,1.621376780638458,0.10493685736461954,595
Matching (genetic),36.09994304448395,31.755413907129327,1.1368122346022782,0.2577079296699155,595
SVA,13.81427330509235,7.460510474140707,1.8516525582230299,0.06466744679372029,595
RFA,7.301719964189113,2.732648223838243,2.6720307065112134,0.007786441247449913,595
OLS,518.7763384864716,155.70612470658966,3.3317657829070377,9.271101512102476e-4,596
OLS + control,86.42280810268905,23.307655922404482,3.7079150469016118,2.3250215736085578e-4,596
OLS + interaction,61.44487403853926,26.150446997932384,2.349668211919952,0.01918126998810517,596
OLS + quadradic,3.5807042032529903,1.1472403386703711,3.1211456593332096,0.0019065312939393066,596
Matching (logit),28.492217268678004,13.677833516348668,2.0830943171389085,0.03724262728561444,596
Matching (logit + quad),27.546665095961394,13.674809268005754,2.0144094558167556,0.043966562409893065,596
Matching (genetic),27.546665095962204,19.50475252207528,1.4123052863544499,0.1606081901101002,596
SVA,12.257762389373285,7.305982121172463,1.677770652333072,0.09401930704121247,596
RFA,8.427153333314116,2.9452293355832375,2.8612893507137724,0.0043966593915390085,596
OLS,467.8293997737272,131.02201240566137,3.5706168084586114,3.9068333003052907e-4,597
OLS + control,77.15938651058113,19.18408304870699,4.022052360526122,6.666429571019262e-5,597
OLS + interaction,66.36510464846228,22.093486241095327,3.003831261587809,0.002800766724110789,597
OLS + quadradic,3.5724441668574203,1.1876313610402671,3.0080412862525403,0.002762950475966666,597
Matching (logit),26.33178258551975,12.376832524726426,2.127505767967219,0.03337808257791422,597
Matching (logit + quad),26.0873606381218,12.383440564578532,2.1066326843560605,0.03514943133253088,597
Matching (genetic),25.984312231825488,17.68781886993945,1.4690512393241417,0.14498943742655906,597
SVA,21.239256169658848,5.76044986232464,3.6870828975651753,2.517711686715131e-4,597
RFA,9.58158286795627,2.045298265268462,4.684687329306764,3.622301963815654e-6,597
OLS,543.5341788867534,134.5397658261978,4.039951872585433,6.190734858122357e-5,598
OLS + control,86.6277191579776,20.60542651389785,4.204121622988456,3.1086471437100357e-5,598
OLS + interaction,80.61330022357947,24.568403535455488,3.2811777984370742,0.001106536108951152,598
OLS + quadradic,6.10491474262468,1.1982503754865839,5.09485735829259,4.96913699145096e-7,598
Matching (logit),10.432177659243514,6.588824576348633,1.5833139186450726,0.11334993205810089,598
Matching (logit + quad),10.502685044868908,6.588688130850778,1.5940479859247378,0.1109252875455366,598
Matching (genetic),10.502685044868935,9.3873475689384,1.1188128454539226,0.2653653988230406,598
SVA,32.13222186465386,10.245007118949696,3.1363786761280465,0.0018116419850654375,598
RFA,10.697359633376456,6.849601250569036,1.5617492525550687,0.11898229292255588,598
OLS,549.5643889048442,162.45804371071512,3.38280811680485,7.740023217691362e-4,599
OLS + control,133.91705461211092,29.09477135827406,4.602787661159165,5.299822852854935e-6,599
OLS + interaction,127.07375861268609,34.670168730569564,3.6652189263977233,2.7377479287789524e-4,599
OLS + quadradic,4.210253771699624,1.3589501964260058,3.0981663513294695,0.0020576599885177857,599
Matching (logit),8.88588160224932,13.025251447802964,0.682204227523619,0.4951098218906655,599
Matching (logit + quad),8.83460732529967,13.026037032270755,0.6782267932612797,0.4976279068518891,599
Matching (genetic),8.091883057014256,18.620538827181196,0.4345676101060077,0.6648618101017907,599
SVA,2.5682741139106846,9.149931844890041,0.2806877862532919,0.779066447069225,599
RFA,5.080697943346407,4.746314920835279,1.0704510821739324,0.2849348436698079,599
OLS,719.052061260152,157.38876519601112,4.568636524752249,6.196794520650409e-6,600
OLS + control,123.27505518727565,27.622941411148695,4.462777998635638,1.001734887572262e-5,600
OLS + interaction,91.88203875006005,39.81962859761162,2.307455945371905,0.021440250338648534,600
